factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,groups,overall_average_bpw,qenergy_recovery_p10,qenergy_recovery_median,qenergy_recovery_p90,qenergy_recovery_mean,paired_gain_vs_uniform_p10,paired_gain_vs_uniform_median,paired_gain_vs_uniform_p90,paired_gain_vs_uniform_mean
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,32,0.9987386067708334,0.9941122910505127,0.9968156836288116,0.9992872189940228,0.9967536190456425,0.0008470103081943958,0.0018833470163878707,0.004035968501182441,0.002128018467891145
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,32,0.9987386067708334,0.9964350756754684,0.9986622955143489,0.9996453735065479,0.9981284149487549,0.00015014986593142599,0.0005631117036896116,0.002232758399085312,0.0008486219572456585
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,32,1.0234781901041667,0.9999297633413664,0.9999959543085045,0.9999989520288237,0.9999738325492008,1.3007320380498121e-05,9.159914844542039e-05,0.0005519076944033533,0.00020570533770793153
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,4,32,1.0234781901041667,0.9967694269315002,0.9984575575497485,0.999431290863115,0.9982618891711603,0.0009996229976089398,0.002124086496920863,0.004097114386042834,0.0023948433354582035
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,20,32,1.0234781901041667,0.9948738098644007,0.9971382926594083,0.9993764343012934,0.9971029596848954,0.0007441161384597828,0.00166435713270624,0.0033778559429092584,0.0018341929689882422
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,39,32,1.0234781901041667,0.9968561335746652,0.9987988718293359,0.9996831255820308,0.9983403759098642,0.00012815672451939043,0.0005486668829817742,0.0020555163982645575,0.0007948246865843583
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,768,0,32,0.5234781901041666,0.9954284508811262,0.998535773005552,0.9996376290446845,0.9975070231400978,0.00042970702606152103,0.0020385742443181365,0.0069214158076853285,0.003027416649631867
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,768,4,32,0.5234781901041666,0.9741357020580833,0.9853976713740065,0.9945463400753833,0.9843655066536368,0.0066154709993744175,0.016157539622137673,0.03178579341895293,0.01805015742004064
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,768,20,32,0.5234781901041666,0.9555274528375282,0.975549827921343,0.9934876638646014,0.9749519083207935,0.0037426693050605754,0.012228921466351794,0.02797615982515066,0.01386802095118797
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,768,39,32,0.5234781901041666,0.9688314652081957,0.9893481000333362,0.997113525192946,0.9847346782958117,0.0011414882849233976,0.004112399938106026,0.013556531466077871,0.0062747791237119065
