factor_config_id,physical_budget_pages,layer,recovery_p10,recovery_median,recovery_p90,retention_p10,retention_median,retention_p90
joint_eigh_tail4_exact0_fp32,768,20,0.9571475514184542,0.9694893695776845,0.9779679335651839,0.9988276074921129,1.001295804972226,1.0048258929784089
joint_eigh_tail4_exact0_fp32,768,39,0.977660631060563,0.9889464984795427,0.9974011040440657,0.9991375891943999,0.9999868792317433,1.0016698510406017
joint_eigh_tail8_exact0_fp32,384,0,0.94688935542522,0.9946983517185376,0.9977778216005915,0.997935086010856,0.9998310215387157,1.0010997061677511
joint_eigh_tail8_exact0_fp32,384,4,0.8571782934455845,0.8991779851151405,0.9499400698887812,0.9869960109681399,0.9952703061364991,0.9993690389551804
joint_eigh_tail8_exact0_fp32,384,20,0.840515532216835,0.8810849588206746,0.923463188631852,0.9658371100465767,0.9911685012293194,0.9966168643216994
joint_eigh_tail8_exact0_fp32,384,39,0.9166715788708701,0.9549698897851188,0.9842086531574726,0.9923199326779263,0.9975453679391072,0.9993464531247057
joint_eigh_tail8_exact0_fp32,576,0,0.979360375826512,0.9998697800051445,0.9999785747867015,0.9999294748477673,1.0000209990176567,1.0001574860199112
joint_eigh_tail8_exact0_fp32,576,4,0.9208602020399066,0.9499465966944185,0.9747456174057051,0.9932561203110896,0.9993950211117467,1.0041758096757625
joint_eigh_tail8_exact0_fp32,576,20,0.9147078707326044,0.9370813736600367,0.9581784852138672,0.9949145864232997,0.9989944951973886,1.0086424767438118
joint_eigh_tail8_exact0_fp32,576,39,0.9570612621077844,0.978059705711357,0.9936612394494103,0.9982631425837138,0.9997865442834083,1.0015327515074999
joint_eigh_tail8_exact0_fp32,768,0,0.9932617364248841,1.0,1.0,0.9999167103787994,1.0,1.0
joint_eigh_tail8_exact0_fp32,768,4,0.9625671994903225,0.9769970964288315,0.9884398877481313,0.9982748719470801,1.0002641350933688,1.0028679440785226
joint_eigh_tail8_exact0_fp32,768,20,0.9573592518136892,0.9682188780736476,0.978431089547317,0.9991999933410842,1.0001725581077046,1.0043234902166958
joint_eigh_tail8_exact0_fp32,768,39,0.9779837401941917,0.9899362131549937,0.9973465222406592,0.9997933240523903,1.0001281428359106,1.0034131521073952
joint_eigh_tail8_exact0_int4_per_row_hadamard,384,0,0.9479457708693498,0.9946530777345888,0.9978689074791031,0.9975893010721478,1.0001640452123017,1.0006310646868681
joint_eigh_tail8_exact0_int4_per_row_hadamard,384,4,0.848687915484437,0.8912764923407448,0.9467719642847985,0.9798892505732059,0.9878127686663861,0.9985476537381001
