injection_mode,route_mode,injection_layer,mean_budget_pages_per_expert,charged_bpw,alpha,requests,label_tokens,intended_delta_energy,realized_layer_error_energy,layer_output_unchanged_fraction,first_route_membership_crossing_fraction,first_route_membership_distance_median,final_router_mass_churn,delta_nll,ppl_ratio,logit_kl,top1_agreement
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,0.125,3,41,0.0001570053193316364,6.2133315544902e-06,0.7096623423697428,1.0,1.0,0.010827856381266867,-0.0067386240276412325,0.9932840295859618,0.0007639929989107085,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,0.25,3,41,0.0001570053193316364,1.5350599247575187e-05,0.5697544081200653,1.0,1.0,0.01187104086784241,-0.00032878337392482657,0.9996712706694056,0.0007133437153449958,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,0.5,3,41,0.0001570053193316364,4.6046626140409255e-05,0.4517876620886101,1.0,1.0,0.012958483585189305,-0.00454538596563771,0.9954649286672369,0.0007966931029622932,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,1.0,3,41,0.0001570053193316364,0.00016529252714219924,0.37064562827963765,1.0,1.0,0.014174038800076496,0.003560159014448364,1.003566503907928,0.0006845261133616908,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,2.0,3,41,0.0001570053193316364,0.0006371484257588585,0.32427681164863786,1.0,1.0,0.011926213265801601,-0.002859652462689155,0.9971444324486778,0.0007296872508826598,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,576,0.7734781901041666,4.0,3,41,0.0001570053193316364,0.0025223008567295297,0.29870822279061127,1.0,1.0,0.013060822701519707,-0.00014168836028200638,0.9998583216770397,0.0007357671187885308,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,749,0.9987386067708334,0.125,3,41,5.61244708675503e-05,2.9071607061130402e-06,0.8061548324880785,1.0,1.0,0.013272421943355782,-0.010025138238534603,0.9900249459531051,0.0009119941797338543,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,749,0.9987386067708334,0.25,3,41,5.61244708675503e-05,7.1521620374458774e-06,0.6717574681991186,1.0,1.0,0.018199898632327138,-0.004570274636349511,0.995440153176738,0.0008179806643546174,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,749,0.9987386067708334,0.5,3,41,5.61244708675503e-05,1.942100405621193e-05,0.5362235483786253,1.0,1.0,0.011336953121147832,0.0022880975152907396,1.0022907172080668,0.0008145201375042858,1.0
pre_residual_routed_replacement,frozen_set_live_weights,1,749,0.9987386067708334,1.0,3,41,5.61244708675503e-05,6.30440826499814e-05,0.42906544526119844,1.0,1.0,0.01412877475919506,0.006756877894104133,1.0067797570951695,0.0008458111697976944,1.0
