layer,method,budget_bpw,invocations,recovery_median,recovery_p10,relative_error_median,physical_bpw_median,gate_bpw_median,up_bpw_median,down_bpw_median
39,learned_learned_native,2.0,60,0.7170061493097373,0.5392902552548067,0.5153212249279022,1.921875,1.5,1.125,2.734375
39,learned_learned_native,2.5,60,0.7611706072772442,0.5912709149360651,0.4849729686975479,2.4270833333333335,2.5,1.5,3.0
39,learned_learned_native,3.0,60,0.7776256250755824,0.6269928708957008,0.4556708484888077,2.8333333333333335,3.0,2.5,4.0
39,learned_learned_native,4.0,60,0.804053929779453,0.6667186191930261,0.42097772657871246,3.5,4.0,4.0,4.0
39,pca_pca_native,0.0,60,0.0,0.0,0.8304605782032013,0.0,0.0,0.0,0.0
39,pca_pca_native,0.25,60,0.4515527741774055,0.23603814746846266,0.6994088292121887,0.22916666666666666,0.171875,0.1875,0.28125
39,pca_pca_native,0.5,60,0.5231778455924039,0.28378831783246955,0.6692290902137756,0.4791666666666667,0.1875,0.234375,0.75
39,pca_pca_native,0.75,60,0.5655168538766792,0.351844570520792,0.6302739381790161,0.7291666666666666,0.28125,0.484375,1.25
39,pca_pca_native,1.0,60,0.5961649429217792,0.3927715831585752,0.6176815927028656,0.9427083333333333,0.390625,0.375,1.5
39,pca_pca_native,1.25,60,0.6427027464531236,0.42503639352988126,0.5804352462291718,1.1770833333333333,0.28125,0.75,2.234375
39,pca_pca_native,1.5,60,0.6748647453542251,0.4624356986584314,0.5490013957023621,1.4635416666666665,0.5,0.875,2.0
39,pca_pca_native,2.0,60,0.7086678548826342,0.5213363628352552,0.5167320966720581,1.9166666666666667,1.0,1.25,2.984375
39,pca_pca_native,2.5,60,0.7499361013178498,0.5799134515502138,0.4724173992872238,2.4166666666666665,2.5,2.0,2.96875
39,pca_pca_native,3.0,60,0.7974049451519857,0.5964023510903467,0.44109252095222473,2.9166666666666665,3.0,2.5,3.96875
39,pca_pca_native,4.0,60,0.821430940895851,0.6255262362148902,0.40799480676651,3.578125,4.0,4.0,4.0
